,Nickname,Review,Hashtag
4307,o_ourcafe," - 사진 찍기 위해 찾아간 꽃정원카페  지금은 튤립, 달마다 꽃들이 바뀌어 항상 새롭고 예뻐요 ෆ 비눗방울도 틀어?주셔서 인생샷 건지기 좋아요 ! - 콜드브루바닐라라떼 (7.3) / 딸기라떼 (7.0) / 플레인스콘 (4.8) - 강원 춘천시 신북읍 지내고탄로 184 매일 10:00 - 21:00 휴무없음, 하절기 4월~11월 매일 11:00 - 18:00 휴무없음, 동절기 12월~3월","춘천카페,유기농카페"
4308,cadette_jeon, 거친 느낌이 새롭고 좋았어요~ 굴러다니는 돌소리가 흥겹구요아기자기한건 이제 좀 흔하니까요~??!,
4309,kgm868686, 2020.02.22. . . . 코로나때문에 나가기가 무서운데... 마스크로 무장하고 스시 먹기. 근데 맛있다 흐잉~,"마마도마,부산대,점심,일상,소통,먹스타그램,먹방,맛있다,흐잉,먹고는살아야지,자영업자,힘내세요"
4310,cafe_onni,,"에스프레소퍼블릭,espressopublic,강남카페,강남역카페,신논현카페,강남브런치,카페스타그램,카페투어,onni_서울"
4311,yun.sojin,,"중랑천산책,다이어트그램,일주일다이어트"
4312,kkapaetambang.0_0, 2020.05.16 누텔라와플이랑 딸기라떼,
4313,kgm868686, 2020.03.03. 검색어에 연일 코로나가 떠있다가 갑자기 뜬금없이 정신연령테스트랑 색즉시공이 떠서 궁금해서 해본 테스트 ㅎㅎ 나 정신연령 22살이래 ㅋ 푸핫 좋은건지 나쁜건지...,"정신연령테스트,일상,소통,좋아요,굿,재밌다"
4314,eeej_u, 사진을못건짐 아쉬워서 사골컷,
4315,zzi_cafe, 광주 정글북 . . . .,"광주,광주카페,광주카페추천,정글북카페,카페스타그램"
4316,comoosoo, 주말 데이트 점심먹으러 방문한 크리스탈제이드 광화문점 분위기도 좋고 맛도 바삭담백한 명란춘권 육즙 팡팡 터지는 소롱포 매콤 짭짤한게 안주로도 완전 좋을 것 같은 상해식 닭날개튀김 국물이 정말 진하고 맛있는 남해안 굴 미역탕면 그리고 굴이 듬뿍 들어간 남해안 굴스프 볶음밥까지!! 완전 맛있게 먹고와서 만족 가족외식장소로도 정말 좋을듯 . . .,"크리스탈제이드,중식맛집,딤섬맛집,광화문맛집,맛집스타그램,인사동맛집,경복궁역맛집,안국역맛집,광화문데이트,주말외식레스토랑,광화문레스토랑,소롱포,주말데이트,데이트맛집,샤오룽바오,직장인점심,직장인맛집,삼청동맛집,종로맛집,창덕궁맛집,광화문역맛집,맛집,먹스타그램,맛스타그램,레스토랑,delicious,JMT"
4317,kgm868686, 2016.12.28. 의 깔깔거림에 ㅋ,"감자탕,집에서,엄마표,언니있으니,술이야,맛있어,C1,난매실소주,조카,이모도,기분업,먹스타그램,살빼야되는뎅"
4318,comoosoo, 데이트하면서 들린 비아이태리 명란올리오&마르게리타 주문 피자도 넘 맛있고 명란올리오도 꿀맛! 명란이랑 쪽파가 들어간 파스타인데 살짝 매콤한게 느끼하지도않고 취향저격 사장님도 친절하셔서 기분 좋게 먹고나왔다 . . .,"비아이태리,신대방삼거리맛집,대방동맛집,상도동맛집,파스타,피자,와인,파스타맛집,명란올리오,피자맛집,알리오올리오,맛집,오늘뭐먹지,푸드스타그램,맛스타그램,데이트,레스토랑,먹스타그램,일상,데일리,존맛탱,JMT,food,daily,fff,pasta,pizza"
4319,cafe.touring, HAPPY NEW 2020,
4320,time2drink_coffee, 썸머라떼 한잔하면서... 조용하고 좋다,"카페리즌,썸머라떼,세종시카페,금남면카페,황토집,아늑한카페"
4321,kgm868686, 2018.12.22.,"미리,크리스마스,파티ㅋ,배스킨라빈스,3단트리케이크,오버액션시크릿오르골램프,언니네와서,저녁먹고,케익,먹기,오르골,조카선물줌,좋아함,아이스크림케익,맛있당ㅋ"
4322,kgm868686, 2018.12.18. 그전에 있던 쿠폰이랑 이번에 당첨된 쿠폰 쓰기,"잼라이브,배스킨라빈스,이벤트,당첨,싱글레귤러,춥지만,아이스크림은,맛있당,영화보기전,어무이랑,냠냠"
4323,comoosoo, 카페 미드레벨 홍콩와플 플레인 쓱싹쓱싹 크림듬뿍 . . .,"카페,샤로수길카페,와플,홍콩와플,미드레벨,카페미드레벨,샤로수길미드레벨,샤로수길데이트,샤로수길,샤로수길디저트,샤로수길맛집,서울대입구카페,서울대입구맛집,빵스타그램,간식스타그램,푸드스타그램,맛스타그램,먹스타그램,맛있다그램,디저트,분위기좋은카페,선팔,맞팔,선팔맞팔,일상,데일리,food,daily,cafe,dessert"
4324,o_ourcafe,,"동면카페,카페마당"
4325,comoosoo, 주말 아점으로 먹은 짜장면 역시 주말엔 중국요리가 짱 . . .,"맛집,짜장면,면스타그램,만두,탕수육,중국요리,주말,아점,점심,점심메뉴,푸드스타그램,맛스타그램,먹스타그램,맛있다그램,먹스타,먹부림,맛집그램,선팔,맞팔,선팔맞팔,일상,데일리,존맛탱,JMT,food,daily"
4326,c.eunae_," 크림오레그랏세 - 얼그레이 밀크티 - 통이 너무 귀여워 스콘 사진을 못찍었는데 스콘 대박 맛있었어요 겉은 바삭하고 속은 촉촉한 스콘 처음 먹어봐요 커피,스콘 먹으러 재방문 할꺼에용 :)","은애_카페기록,카페모스,신포동카페,cafemos,신포동카페모스"
4327,yun.sojin,,"우리이쁜조카,코로나싫다,쑥쑥커라"
4328,cafe.touring, 넘치는 크리므,
4329,cafe.touring, すごく 美味しい サンド,
4330,ordinary_mood,,ordinary_mood
4331,cafe_onni, 여심저격,"리리스카페,플라워카페,대천카페,보령카페,개화예술공원,카페스타그램,카페투어,onni_보령"
4332,maeng._.ing, 속이뚫린당,"포항,포항카페,리페인트,리페인트카페"
4333,cafe_onni,,"에스프레소콘파냐,제천카페,제천시내카페,카페스타그램,카페투어,onni_제천"
4334,kgm868686, 2020.01.02. ... - 해태제과에서 젠느 프락토올리고당 받았다 한두개 주실줄 알았는데 무려 24개 배송 우와대박 저녁 먹고 조카들 있을때 ㅎㅎ 간식으로 바로 먹었다 장에서 분해되는 프락토올리고당을 함유한 젠느 초콜릿 조카도 안심하고 먹을 수 있어서 좋네 초콜릿 킬러인 우리 첫째 조카 냠냠 잘먹쥬 어른들도 좋아하네요 ㅎㅎ 심하게 달지 않고 딱 취저 영양간식으로 딱일거 같다 당은 땡기는데 조금이라도 건강한 초콜릿 먹고 싶으면 젠느 프락토올리고당으로 겟하세요 ... ㅎㅎ @haitai_co 에서 선물받음,"jenne,젠느프락토올리고당,젠느,젠느초콜릿,프락토올리고당,7000mg함유,초콜릿,해태제과,이벤트,당첨,후기스타그램,맛있당,일상,소통,좋아요,조카모델,고마워,잘먹을게요,감사합니당,먹스타그램,먹방"
4335,kgm868686, 2017.8.27. 야류에는 여왕머리바위 지우펀은 센과치히로의행방불명배경 있고 ㅋ 취두부냄새 장난아님 ㅋ 서문정에서는비옴 여기서 먹은 버블티 ㅋ 맛없옹 ㅜ 숙소 근처 걷다가 발견한 85도씨 커피 ㅋ 일명 소금 커피 ㅋ 진짜 더울때 먹는게 좋을듯 ㅋ,"대만여행,첫째날,야류해양공원,지우펀,서문정,숙소앞,덥다,땀줄줄"
4336,kgm868686, 2020.04.21. ------>> 옆으로 넘겨주세요 (얼굴 놀람주의)  모어벨라&모어스키니 님 몰아주기 이벤트에 당첨됐다 와~ 이게 무슨일이래~~~ 정말 혜자 이벤트다 ㅎㅎ 나의 피부고민 중 하나인 모공과 피지인데 요 고민을 해결해줄수 있는 스머프팩이 왔다 자극을 주지 않는 모공케어 딥클렌징팩이다 언박싱 ㅎㅎ 20개 배송왔고 효과가 있는지 시작해보자 ㅎㅎ 많이 와서 이틀에 한번씩 관리해야지 어무이도 보고 놀라셨고 같이 하자고 얼굴에 같이 발랐다 놀람주의 파란 스머프 됨 재밌다 물기없는 얼굴에 펴발라주고 10분 후에 씻었다 아직 처음이라 효과는 바로 나타나지 않지만 일단 씻고 나니 얼굴이 부드러웠고 다음날 기초 화장들이 잘먹는 느낌을 받았다 굿~ 이제 시작이다 ㅎㅎ 해보고 괜찮으면 주변에 나눠줘도 될듯하다 헤헤  - 피지 & 노폐물 흡착 - 모공청소 & 케어 - 피부진정 & 정화   @dear_byul 에서 선물받음,"모어벨라_모어스키니,카올린딥클렌징마스크팩,스머프팩,몰아주기이벤트,20개,대박,짱감사,dear_byul,피부청소,모공디톡,안색디톡,모공케어,뷰티스타그램,뷰스타그램,홈케어,딥클렌징팩,팩하는여자,스머프같다,놀람주의,후기스타그램,일상,소통,좋아요,굿,감사합니다,사랑합니다"
4337,own_ravelyy, '오월생' 귀여운 초코께꾸 17년도에 방문하고 3년이 흘러 재방문 왜 카페들이 리뉴얼을 하는지 알게 됐댬 (3년만이면 첫 방문이라 해야하느 ^^;) 이전 분위기도 좋았는데 바뀌니 더 좋다 !,
4338,kgm868686, 2019.08.25.,"센텀시티몰,토끼정,크림카레우동,매콤한삼겹덮밥,아기사과소다,오랜만,맛있네,먹스타그램,먹방,소통,좋아요"
4339,kgm868686, 2019.01.13. 2번보니 더 감정이입되서 눈물이 ㅎ 또봐도 웃긴장면도 있음,"오투롯데시네마,부산대,말모이,조선어학회,아부지도당첨되서,2번보기,유해진,윤계상,팝콘,생일쿠폰,콜라대신,맥주로바꾸기,아침부터,팝맥ㅋㅋ,맛있당,영화스타그램,아부지랑데이트"
4340,time2drink_coffee,,"칠링31,chillin31,세종시카페"
4341,kgm868686, 2017.4.7. 돌아왔다 초반엔 분위기 완전 좋았는데 씻고 나오니 ㅜㅜ 결국 졌구낭 엘지는 결국 개막하고 연이어 육승 우리롯데는.4승 2패~ 머 내일이랑모레이김되지,"야구시즌이,헬스하며,야구보기,전준우팬,롯데자이언츠,야구장,가자,치맥들고,고고"
4342,kony_yyyy, river wave,
4343,_lim_cafe_, 길리안 초콜릿 카페 . 벨지안 소프트 아이스크림 1958다크 초콜릿 오랑쥬 쇼콜라 케이크 . . .,"길리안초콜릿카페,길리안,guylian,잠실카페,롯데월드몰카페,당충전완료"
4344,iphone_eixxt," 대전 도안동 아늑하고 차분한 카페. 수박주스에 수박모양 쿠키를 얹어주셨는데 디저트류가 궁금해질 정도로 맛있었다. 분명 파랗고 노랗고 아기자기한데도 도시적이고 차분한 느낌이 함께 들어 신기했다. 맛, 분위기, 인테리어 모두 취향 저격당한 카페",주아드비브르
4345,comoosoo, 인천 예쁜카페 추천! 수제케이크를 맛볼 수 있는 로스터리카페 위대한카페 로스팅을 직접하는 로스터리카페라서 커피맛도 완전 굿굿 분위기도 좋고 메뉴 비주얼도 예뻐서 좋았다 . . .,"위대한카페,카페스타그램,커피스타그램,인천카페,부평카페,부평데이트,럽스타그램,맛스타그램,먹스타그램,부평데이트코스,평리단길,평리단길카페,디저트카페,부평맛집,부평,카페,평리단길맛집,분위기좋은카페,라포레드미디,선팔,맞팔,소통,카페추천,디저트,dessert,daily,cafe,coffee,jmt"
4346,cafe_onni,,"단양카페,노프라블럼,카페노프라블럼,브라우니,카페투어,카페스타그램,onni_단양"
4347,comoosoo, 카페기와 가나슈생크림브레드 진한 초코맛을 느낄 수 있다 아메리카노랑 같이 먹으면 꿀맛 . . .,"카페기와,행주산성카페,가나슈생크림브레드,행주산성맛집,행주산성디저트,기와,기와카페,한옥카페,카페추천,분위기좋은카페,빵,간식,간식스타그램,빵스타그램,빵지순례,빵순이,카페투어,맛스타그램,먹스타그램,디저트,선팔,맞팔,선팔맞팔,일상,데일리,food,daily,cafe,dessert"
4348,kgm868686, 2017.2.4. 좋았을텐데 많음,"대관령,눈꽃축제,좀더,체계가,필요해,아기자기했음,큰조각들이,날씬,대박좋음,굿굿,캐논미러리스m10,눈썰매못탐,속상해"
4349,suyu.naldaramgi," 숙대입구 '카페틸데' 크림라떼 존맛 말차크림라떼 존맛 굉장히 아늑하고 아기자기 꾸며진 카페 갈때마다 꽂힌 꽃들이 달라지는 재미도 있다. 처음갔을 때 크림라떼가 너무 맛있어서 일주일내내 생각났었는데, 어째서인지 그 다음에 갔을땐 친구가먹었던 말차크림라떼가 생각나서 그걸 시켰었다. 그리고 갈때마다 주시는 조그마한 가래떡과 꿀은 나에게 숨겨져있던 떡덕후의 모습을 찾게해주었다 (간혹 떡이..딱딱한적이 있긴하다) 크림라떼가 굉장치 매혹적인곳 그리고 조용해서 대화나누기 좋다 재방문의사 있음","카페틸데,크림라떼,숙대카페,카페탐방"
4350,comoosoo, 부모님 선물로 정말 좋은 산너미흑염소목장 흑염소즙 산너미 흑염소는 사료를 먹이지 않고 사계절 연중 방목하여 약초를 먹고 자라서 더욱 신선하고 깨끗한 자연의 맛!!! 부모님 선물로 드렸는데 맛이 깔끔하고 건강하다며 좋아하신다 . . 구입 @sanneomi.farm 010-7134-1313 . .,"산너미흑염소목장,흑염소,흑염소진액,흑염소엑기스,흑염소즙,흑염소농장,흑염소중탕,흑염소고기,건강식품,부모님선물,즙,즙추천,즙선물,효도선물,푸드스타그램,맛스타그램,먹스타그램,맛있다그램,먹스타,선팔,맞팔,선팔맞팔,일상,데일리,존맛탱,JMT,food,daily"
